CDU_ID,GEO_CODE,GEO_LABEL,GEO_TYPE,GEO_TYP2,F167,F184,F185,F2340,F2341,F2342,F130016,F130017,F130018,F130019,F130020,F130021,F130022,F130023,F130024,F130025,F130026,F130731,F130732,F130733,F130734,F130735,F130736,F130737,F130738,F130739,F130740,F130800,F130801,F130802,F130803,F130804,F130805,F130806,F130807,F130808,F130809,F131145,F131146,F131147,F131148,F131149,F131150,F131151,F131152,F131153,F131154,F131490,F131491,F131492,F131493,F131494,F131495,F131496,F131497,F131498,F131499,F131904,F131905,F131906,F131907,F131908,F131909,F131910,F131911,F131912,F131913,F132180,F132181,F132182,F132183,F132184,F132185,F132186,F132187,F132188,F132189,F136983,
37140,E01018412,Cheshire East 022C,Lower Super Output Areas and Data Zones,LSOADZ,1526,47.89253,52,1526,744,782,1526,1507,0,9,0,4,0,1,5,0,0,1526,1171,6,0,1,4,0,0,243,101,1507,1167,3,0,1,0,0,0,238,98,9,2,0,0,0,0,0,0,4,3,10,2,3,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1516,
37141,E01018413,Cheshire East 023A,Lower Super Output Areas and Data Zones,LSOADZ,1277,40.35082,43,1277,622,655,1277,1240,0,17,3,0,1,8,6,2,0,1277,873,4,0,0,2,0,12,313,73,1240,861,1,0,0,0,0,9,300,69,17,5,0,0,0,1,0,0,10,1,18,5,3,0,0,1,0,3,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1277,
37142,E01018414,Cheshire East 023B,Lower Super Output Areas and Data Zones,LSOADZ,1372,48.93586,53,1372,684,688,1372,1344,0,13,5,0,0,6,1,3,0,1372,1006,1,4,0,0,0,3,265,93,1344,993,0,0,0,0,0,2,258,91,13,9,0,0,0,0,0,0,4,0,12,1,1,4,0,0,0,1,3,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1372,
37143,E01018415,Cheshire East 023C,Lower Super Output Areas and Data Zones,LSOADZ,1642,46.74178,47,1642,745,897,1642,1611,1,13,1,1,1,8,3,1,2,1642,1153,1,0,3,3,0,1,380,101,1612,1144,1,0,3,0,0,0,366,98,13,6,0,0,0,0,0,1,5,1,14,1,0,0,0,2,0,0,9,2,1,1,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,1613,
37144,E01018416,Cheshire East 023D,Lower Super Output Areas and Data Zones,LSOADZ,1314,42.79757,46,1314,648,666,1314,1283,2,12,3,0,0,5,5,3,1,1314,896,1,3,0,1,0,3,319,91,1285,887,0,0,0,0,0,3,308,87,12,4,0,0,0,0,0,0,6,2,13,2,1,3,0,1,0,0,5,1,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1314,
37145,E01018417,Cheshire East 033B,Lower Super Output Areas and Data Zones,LSOADZ,1629,50.36771,55,1629,793,836,1629,1588,0,19,2,0,0,1,5,5,9,1629,1234,5,2,1,16,0,8,251,112,1588,1221,2,0,1,2,0,8,242,112,19,8,3,0,0,3,0,0,5,0,8,3,0,2,0,2,0,0,1,0,5,2,0,0,0,0,0,0,3,0,9,0,0,0,0,9,0,0,0,0,1577,
37146,E01018418,Cheshire East 033C,Lower Super Output Areas and Data Zones,LSOADZ,1510,46.57417,49,1510,749,761,1510,1491,2,6,3,0,0,2,1,1,4,1510,1110,2,0,3,0,1,3,279,112,1493,1104,0,0,3,0,0,3,275,108,6,4,0,0,0,0,0,0,1,1,6,0,2,0,0,0,1,0,3,0,1,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,3,1485,
37147,E01018419,Cheshire East 025A,Lower Super Output Areas and Data Zones,LSOADZ,1361,36.96253,40,1361,696,665,1361,1339,1,8,0,0,0,6,6,1,0,1361,1003,4,0,2,0,0,3,281,68,1340,996,0,0,2,0,0,3,272,67,8,4,0,0,0,0,0,0,3,1,12,2,4,0,0,0,0,0,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1361,
37148,E01018420,Cheshire East 025B,Lower Super Output Areas and Data Zones,LSOADZ,1902,33.32808,35,1902,940,962,1902,1859,5,22,5,0,5,6,0,0,0,1902,1345,0,5,4,11,0,4,426,107,1864,1327,0,0,4,7,0,4,416,106,22,17,0,0,0,0,0,0,4,1,16,1,0,5,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1902,
37149,E01018421,Cheshire East 025C,Lower Super Output Areas and Data Zones,LSOADZ,1342,35.6155,37,1342,669,673,1342,1298,14,10,14,0,0,3,2,1,0,1342,948,1,5,1,4,3,3,299,78,1312,933,0,0,1,2,0,3,297,76,10,5,0,0,0,1,2,0,1,1,19,9,1,5,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1342,
37150,E01018422,Cheshire East 025D,Lower Super Output Areas and Data Zones,LSOADZ,1286,39.61198,41,1286,632,654,1286,1252,8,13,3,3,1,1,2,2,1,1286,964,0,3,0,4,0,7,231,77,1260,955,0,0,0,0,0,7,223,75,13,7,0,0,0,0,0,0,6,0,10,2,0,3,0,4,0,0,1,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,1285,
37151,E01018423,Cheshire East 025E,Lower Super Output Areas and Data Zones,LSOADZ,1456,38.9478,39,1456,691,765,1456,1428,18,5,0,0,0,3,1,0,1,1456,1024,0,0,3,0,0,3,334,92,1446,1021,0,0,3,0,0,3,327,92,5,3,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1456,
37152,E01018424,Cheshire East 024A,Lower Super Output Areas and Data Zones,LSOADZ,1696,40.10023,42,1696,839,857,1696,1665,1,16,5,3,1,0,3,1,1,1696,1265,2,3,3,6,2,4,307,104,1666,1254,0,0,3,2,0,4,302,101,16,8,0,0,0,0,0,0,5,3,12,2,2,3,0,3,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1695,
37153,E01018425,Cheshire East 024B,Lower Super Output Areas and Data Zones,LSOADZ,1625,45.912,46,1625,799,826,1625,1608,0,8,0,1,0,1,2,3,2,1625,1220,3,0,0,1,0,2,306,93,1608,1209,1,0,0,0,0,2,303,93,8,5,0,0,0,1,0,0,2,0,4,1,2,0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1564,
37154,E01018426,Cheshire East 024C,Lower Super Output Areas and Data Zones,LSOADZ,1602,44.86142,47,1602,814,788,1602,1581,1,11,0,1,1,0,5,0,2,1602,1234,0,0,2,1,2,2,258,103,1582,1223,0,0,2,0,0,2,252,103,11,7,0,0,0,0,0,0,4,0,7,4,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1602,
37155,E01018427,Cheshire East 024D,Lower Super Output Areas and Data Zones,LSOADZ,1325,42.79849,45,1325,634,691,1325,1309,1,9,0,2,0,0,1,2,1,1325,1016,0,0,0,4,0,3,215,87,1310,1006,0,0,0,0,0,3,215,86,9,9,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,1,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1283,
37156,E01018428,Cheshire East 033D,Lower Super Output Areas and Data Zones,LSOADZ,1399,43.43317,46,1399,692,707,1399,1392,0,5,0,0,2,0,0,0,0,1399,1007,0,0,0,2,0,4,313,73,1392,1004,0,0,0,0,0,4,311,73,5,3,0,0,0,0,0,0,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1399,
37157,E01018429,Cheshire East 033E,Lower Super Output Areas and Data Zones,LSOADZ,1492,45.09584,48,1492,733,759,1492,1480,1,3,1,1,0,1,1,0,4,1492,1021,3,1,4,7,0,2,354,100,1481,1019,3,0,4,2,0,2,353,98,3,0,0,0,0,0,0,0,1,2,4,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,3,0,0,0,0,1492,
37158,E01018430,Cheshire East 033F,Lower Super Output Areas and Data Zones,LSOADZ,1388,42.10447,45,1388,694,694,1388,1380,3,4,0,1,0,0,0,0,0,1388,1036,0,0,0,1,0,6,264,81,1383,1035,0,0,0,1,0,6,260,81,4,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1388,
37159,E01018431,Cheshire East 033G,Lower Super Output Areas and Data Zones,LSOADZ,1163,43.52623,46,1163,594,569,1163,1150,0,5,1,0,1,2,1,3,0,1163,834,3,0,0,1,0,2,239,84,1150,825,2,0,0,1,0,2,236,84,5,4,0,0,0,0,0,0,1,0,5,2,1,0,0,0,0,0,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1163,
37160,E01018432,Cheshire East 032A,Lower Super Output Areas and Data Zones,LSOADZ,1495,43.89498,45,1495,759,736,1495,1458,3,17,4,2,0,5,5,0,1,1495,1027,5,2,3,5,0,8,341,104,1461,1022,2,0,3,0,0,4,331,99,17,2,0,0,0,1,0,3,7,4,16,3,3,2,0,4,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1492,
37161,E01018433,Cheshire East 032B,Lower Super Output Areas and Data Zones,LSOADZ,1253,48.96807,53,1253,590,663,1253,1249,0,1,0,0,0,0,1,2,0,1253,925,2,0,0,2,0,3,229,92,1249,924,2,0,0,1,0,3,228,91,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1228,
37162,E01018434,Cheshire East 032C,Lower Super Output Areas and Data Zones,LSOADZ,1335,44.603,47,1335,639,696,1335,1313,0,14,2,0,0,0,4,1,1,1335,961,3,1,1,2,0,8,271,88,1313,951,1,0,1,1,0,8,264,87,14,8,0,0,0,0,0,0,5,1,6,2,2,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1335,
37163,E01018435,Cheshire East 032D,Lower Super Output Areas and Data Zones,LSOADZ,1353,42.31559,42,1353,661,692,1353,1322,1,5,4,4,2,4,9,1,1,1353,970,7,8,0,7,0,7,292,62,1323,965,3,0,0,2,0,7,284,62,5,1,0,0,0,0,0,0,4,0,23,4,4,8,0,4,0,0,3,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1353,
37164,E01018436,Cheshire East 030A,Lower Super Output Areas and Data Zones,LSOADZ,1416,47.4435,51,1416,679,737,1416,1390,0,8,1,4,3,0,2,3,5,1416,1097,6,0,1,9,0,0,217,86,1390,1087,6,0,1,0,0,0,211,85,8,3,0,0,0,0,0,0,4,1,10,3,0,0,0,6,0,0,1,0,3,3,0,0,0,0,0,0,0,0,5,1,0,0,0,3,0,0,1,0,1392,
37165,E01018437,Cheshire East 030B,Lower Super Output Areas and Data Zones,LSOADZ,1579,41.28753,41,1579,749,830,1579,1532,1,20,3,0,2,5,9,4,3,1579,1070,6,3,0,3,0,2,397,98,1533,1049,3,0,0,0,0,2,388,91,20,11,0,2,0,1,0,0,4,2,19,6,3,1,0,1,0,0,3,5,4,3,0,0,0,0,0,0,1,0,3,1,0,0,0,1,0,0,1,0,1567,
37166,E01018438,Cheshire East 030C,Lower Super Output Areas and Data Zones,LSOADZ,1414,47.71994,51,1414,687,727,1414,1397,1,11,1,0,0,0,1,2,1,1414,1091,5,0,4,1,1,0,223,89,1398,1087,2,0,4,0,1,0,215,89,11,2,2,0,0,0,0,0,7,0,2,1,0,0,0,0,0,0,1,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1414,
37167,E01018439,Cheshire East 030D,Lower Super Output Areas and Data Zones,LSOADZ,1339,48.96714,53,1339,638,701,1339,1327,0,0,10,0,0,0,0,1,1,1339,1059,1,3,0,0,7,2,194,73,1327,1057,1,0,0,0,0,2,194,73,0,0,0,0,0,0,0,0,0,0,10,0,0,3,0,0,7,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1308,
37168,E01018440,Cheshire East 031A,Lower Super Output Areas and Data Zones,LSOADZ,1780,36.22472,37,1780,888,892,1780,1727,1,12,10,0,5,1,11,7,6,1780,1201,3,8,0,11,2,2,446,107,1728,1183,3,0,0,2,1,1,432,106,12,6,0,0,0,0,0,0,6,0,27,7,0,8,0,3,1,1,6,1,7,4,0,0,0,1,0,0,2,0,6,1,0,0,0,5,0,0,0,0,1733,
37169,E01018441,Cheshire East 031B,Lower Super Output Areas and Data Zones,LSOADZ,1690,32.75681,33.5,1690,845,845,1690,1651,1,16,1,3,0,12,4,1,1,1690,1211,7,0,0,3,0,3,354,112,1652,1196,1,0,0,0,0,3,342,110,16,9,2,0,0,0,0,0,5,0,20,5,4,0,0,3,0,0,6,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1690,
37170,E01018442,Cheshire East 031C,Lower Super Output Areas and Data Zones,LSOADZ,1829,38.98032,40,1829,886,943,1829,1776,6,15,2,3,1,0,11,5,10,1829,1261,1,0,0,13,1,5,436,112,1782,1243,1,0,0,1,0,3,424,110,15,4,0,0,0,0,0,2,8,1,17,11,0,0,0,3,1,0,2,0,5,2,0,0,0,1,0,0,1,1,10,1,0,0,0,8,0,0,1,0,1829,
37171,E01018443,Cheshire East 031D,Lower Super Output Areas and Data Zones,LSOADZ,1493,43.01809,45,1493,760,733,1493,1471,0,5,0,0,0,4,11,2,0,1493,1083,6,0,1,0,0,1,325,77,1471,1069,2,0,1,0,0,1,321,77,5,3,0,0,0,0,0,0,2,0,15,9,4,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1493,
37172,E01018444,Cheshire East 049A,Lower Super Output Areas and Data Zones,LSOADZ,2157,42.31433,45,2157,1072,1085,2157,2112,0,26,6,3,0,2,4,3,1,2157,1585,5,5,0,9,5,3,368,177,2112,1573,2,0,0,3,0,3,355,176,26,8,0,0,0,4,3,0,10,1,15,1,3,5,0,1,2,0,3,0,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2122,
37173,E01018445,Cheshire East 045A,Lower Super Output Areas and Data Zones,LSOADZ,1927,32.43799,29,1927,962,965,1927,1821,0,52,7,1,3,14,6,17,6,1927,1182,6,5,0,12,0,5,575,142,1821,1125,4,0,0,0,0,5,552,135,52,30,0,0,0,1,0,0,16,5,31,10,2,5,0,7,0,0,5,2,17,16,0,0,0,0,0,0,1,0,6,1,0,0,0,4,0,0,1,0,1910,
37174,E01018446,Cheshire East 045B,Lower Super Output Areas and Data Zones,LSOADZ,1336,37.55464,39,1336,654,682,1336,1285,1,23,6,4,1,4,1,10,1,1336,912,0,5,0,6,0,1,316,96,1286,886,0,0,0,0,0,1,304,95,23,16,0,0,0,0,0,0,6,1,16,1,0,5,0,5,0,0,5,0,10,9,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1289,
37175,E01018447,Cheshire East 045C,Lower Super Output Areas and Data Zones,LSOADZ,1739,33.35308,31,1739,901,838,1739,1612,0,40,4,21,1,22,13,10,16,1739,1056,13,3,6,33,1,3,506,118,1612,1022,5,0,5,7,0,2,468,103,40,14,1,0,1,8,0,1,11,4,61,6,7,1,0,15,1,0,21,10,10,7,0,0,0,0,0,0,2,1,16,7,0,2,0,3,0,0,4,0,1737,
37176,E01018448,Cheshire East 045D,Lower Super Output Areas and Data Zones,LSOADZ,1735,39.05706,39,1735,882,853,1735,1646,4,32,6,2,0,7,2,28,8,1735,1162,7,5,0,7,0,7,428,119,1650,1115,7,0,0,5,0,6,404,113,32,17,0,0,0,0,0,1,12,2,17,3,0,5,0,0,0,0,9,0,28,26,0,0,0,0,0,0,0,2,8,1,0,0,0,2,0,0,3,2,1735,
37177,E01018449,Cheshire East 051A,Lower Super Output Areas and Data Zones,LSOADZ,1725,47.89333,52,1725,843,882,1725,1708,2,9,1,2,0,2,1,0,0,1725,1274,2,0,6,1,0,1,285,156,1710,1270,2,0,6,0,0,1,279,152,9,4,0,0,0,0,0,0,4,1,6,0,0,0,0,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1725,
37178,E01018450,Cheshire East 051B,Lower Super Output Areas and Data Zones,LSOADZ,2221,44.94777,47,2221,1084,1137,2221,2189,2,13,6,0,0,0,8,2,1,2221,1625,3,0,0,5,0,7,435,146,2191,1607,3,0,0,0,0,7,430,144,13,10,0,0,0,0,0,0,3,0,14,7,0,0,0,5,0,0,1,1,2,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,2136,
37179,E01018451,Cheshire East 047A,Lower Super Output Areas and Data Zones,LSOADZ,1324,48.5793,50,1324,605,719,1324,1305,0,9,2,0,0,0,5,2,1,1324,923,1,0,1,0,1,6,292,100,1305,912,0,0,1,0,0,6,287,99,9,4,0,0,0,0,0,0,4,1,7,4,1,0,0,0,1,0,1,0,2,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1324,
37180,E01018452,Cheshire East 050A,Lower Super Output Areas and Data Zones,LSOADZ,1139,43.65057,45,1139,551,588,1139,1117,6,8,1,0,1,1,1,3,1,1139,844,2,1,0,1,0,8,201,82,1123,835,1,1,0,0,0,8,199,79,8,4,0,0,0,0,0,0,2,2,4,2,1,0,0,0,0,0,0,1,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1139,
37181,E01018454,Cheshire East 047B,Lower Super Output Areas and Data Zones,LSOADZ,1522,38.26478,38,1522,766,756,1522,1495,2,9,6,1,1,2,2,3,1,1522,955,1,3,1,4,3,2,444,109,1497,947,1,0,1,2,0,2,435,109,9,2,0,0,0,0,0,0,7,0,12,3,0,3,0,1,3,0,2,0,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1517,
37182,E01018455,Cheshire East 047C,Lower Super Output Areas and Data Zones,LSOADZ,1325,47.4717,50,1325,635,690,1325,1297,0,9,2,0,0,1,5,2,9,1325,995,0,2,0,9,0,0,206,113,1297,983,0,0,0,0,0,0,201,113,9,6,0,0,0,0,0,0,3,0,8,5,0,2,0,0,0,0,1,0,2,1,0,0,0,0,0,0,1,0,9,0,0,0,0,9,0,0,0,0,1292,
37183,E01018456,Cheshire East 047D,Lower Super Output Areas and Data Zones,LSOADZ,1294,53.75348,58,1294,593,701,1294,1281,0,4,1,0,3,1,2,2,0,1294,1008,2,0,1,2,0,3,199,79,1281,1004,0,0,1,1,0,3,195,77,4,2,0,0,0,0,0,0,1,1,7,1,2,0,0,1,0,0,3,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1235,
37184,E01018457,Cheshire East 047E,Lower Super Output Areas and Data Zones,LSOADZ,1433,42.54641,41,1433,699,734,1433,1398,0,14,5,0,0,4,2,9,1,1433,914,1,4,0,2,0,6,387,119,1398,899,0,0,0,1,0,6,377,115,14,7,0,0,0,0,0,0,6,1,11,1,1,4,0,0,0,0,3,2,9,7,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1419,
37185,E01018458,Cheshire East 051C,Lower Super Output Areas and Data Zones,LSOADZ,2136,43.36517,47,2136,1038,1098,2136,2125,4,3,2,0,0,0,1,0,1,2136,1643,1,0,1,1,0,3,353,134,2129,1638,1,0,1,0,0,3,352,134,3,3,0,0,0,0,0,0,0,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2136,
37186,E01018459,Cheshire East 036A,Lower Super Output Areas and Data Zones,LSOADZ,1410,32.68723,30,1410,660,750,1410,1334,4,17,12,0,5,9,3,24,2,1410,802,7,6,0,14,0,9,474,98,1338,772,2,0,0,0,0,4,463,97,17,10,0,0,0,3,0,1,2,1,29,5,5,6,0,5,0,4,4,0,24,14,0,0,0,5,0,0,5,0,2,1,0,0,0,1,0,0,0,0,1410,
37187,E01018460,Cheshire East 036B,Lower Super Output Areas and Data Zones,LSOADZ,1400,43.46571,44,1400,675,725,1400,1364,0,10,4,0,4,3,4,9,2,1400,962,3,0,0,5,0,0,338,92,1364,942,1,0,0,0,0,0,331,90,10,6,0,0,0,0,0,0,3,1,15,8,2,0,0,4,0,0,1,0,9,6,0,0,0,0,0,0,2,1,2,0,0,0,0,1,0,0,1,0,1400,
37188,E01018461,Cheshire East 036C,Lower Super Output Areas and Data Zones,LSOADZ,1401,41.41827,42,1401,684,717,1401,1361,3,18,6,0,2,0,2,4,5,1401,938,2,4,0,7,0,2,352,96,1364,924,1,0,0,2,0,2,344,91,18,5,1,0,0,1,0,0,8,3,10,3,0,4,0,3,0,0,0,0,4,2,0,0,0,0,0,0,0,2,5,4,0,0,0,1,0,0,0,0,1401,
37189,E01018462,Cheshire East 039A,Lower Super Output Areas and Data Zones,LSOADZ,1473,36.59742,32,1473,727,746,1473,1328,3,35,33,0,8,3,15,32,16,1473,874,5,24,0,30,1,8,449,82,1331,819,3,1,0,2,0,8,426,72,35,14,1,0,0,2,0,0,15,3,59,15,1,23,0,14,1,0,2,3,32,21,0,0,0,2,0,0,5,4,16,5,0,0,0,10,0,0,1,0,1417,
37190,E01018463,Cheshire East 035A,Lower Super Output Areas and Data Zones,LSOADZ,1482,34.96221,33,1482,721,761,1482,1426,1,15,2,5,11,0,2,17,3,1482,922,1,2,0,18,0,2,459,78,1427,896,1,0,0,1,0,2,451,76,15,8,0,0,0,0,0,0,6,1,20,1,0,2,0,17,0,0,0,0,17,14,0,0,0,0,0,0,2,1,3,3,0,0,0,0,0,0,0,0,1482,
37191,E01018464,Cheshire East 039B,Lower Super Output Areas and Data Zones,LSOADZ,1390,38.71007,38,1390,712,678,1390,1352,0,21,1,0,0,1,8,7,0,1390,888,3,0,2,3,0,2,391,101,1352,862,3,0,2,0,0,2,382,101,21,17,0,0,0,0,0,0,4,0,10,3,0,0,0,3,0,0,4,0,7,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1375,
37192,E01018465,Cheshire East 041A,Lower Super Output Areas and Data Zones,LSOADZ,2843,42.17059,44,2843,1421,1422,2843,2782,2,24,15,3,0,3,9,5,0,2843,2043,1,9,1,6,0,5,580,198,2784,2015,1,0,1,0,0,5,567,195,24,13,0,0,0,1,0,0,9,1,30,13,0,9,0,3,0,0,3,2,5,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2842,
37193,E01018466,Cheshire East 036D,Lower Super Output Areas and Data Zones,LSOADZ,2304,34.66753,31,2304,1154,1150,2304,2200,1,41,13,4,4,12,5,21,3,2304,1348,7,5,0,12,6,13,763,150,2201,1309,1,0,0,2,0,13,734,142,41,17,0,0,0,0,0,0,19,5,38,10,6,5,0,8,6,0,3,0,21,12,0,0,0,0,0,0,6,3,3,0,0,0,0,2,0,0,1,0,2304,
37194,E01018467,Cheshire East 036E,Lower Super Output Areas and Data Zones,LSOADZ,2192,31.89234,29,2192,1134,1058,2192,1989,9,62,27,6,10,16,30,36,7,2192,1341,6,14,0,23,8,16,631,153,1998,1247,1,0,0,3,0,15,589,143,62,30,0,0,0,6,0,1,20,5,89,30,5,14,0,12,8,0,16,4,36,31,0,0,0,0,0,0,4,1,7,3,0,0,0,2,0,0,2,0,2192,
37195,E01018468,Cheshire East 041B,Lower Super Output Areas and Data Zones,LSOADZ,1623,40.20148,43,1623,790,833,1623,1588,0,12,2,5,0,5,4,6,1,1623,1138,4,1,2,10,0,3,364,101,1588,1127,0,0,2,0,0,3,357,99,12,4,0,0,0,3,0,0,4,1,16,3,4,1,0,6,0,0,1,1,6,4,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,1623,
37196,E01018469,Cheshire East 041C,Lower Super Output Areas and Data Zones,LSOADZ,1621,45.19802,46,1621,766,855,1621,1608,0,4,0,0,0,0,1,6,2,1621,1232,1,0,0,4,0,4,270,110,1608,1228,0,0,0,0,0,4,267,109,4,2,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,6,2,0,0,0,1,0,0,2,1,2,0,0,0,0,2,0,0,0,0,1529,
37197,E01018470,Cheshire East 041D,Lower Super Output Areas and Data Zones,LSOADZ,1482,41.66599,45,1482,715,767,1482,1457,1,16,1,0,0,0,2,2,3,1482,1065,3,0,0,1,0,6,306,101,1458,1049,3,0,0,0,0,6,299,101,16,12,0,0,0,1,0,0,3,0,3,2,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,1481,
37198,E01018471,Cheshire East 041E,Lower Super Output Areas and Data Zones,LSOADZ,1493,42.16879,45,1493,727,766,1493,1476,1,8,2,0,0,2,0,0,4,1493,1091,0,1,1,0,0,3,315,82,1477,1088,0,0,1,0,0,3,305,80,8,3,0,0,0,0,0,0,4,1,4,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,1493,
37199,E01018472,Cheshire East 034A,Lower Super Output Areas and Data Zones,LSOADZ,1386,39.69769,40,1386,685,701,1386,1353,0,15,0,0,0,2,8,8,0,1386,974,3,0,0,4,0,1,321,83,1353,961,1,0,0,1,0,1,308,81,15,4,0,0,0,0,0,0,9,2,10,2,2,0,0,3,0,0,3,0,8,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1386,
37200,E01018473,Cheshire East 034B,Lower Super Output Areas and Data Zones,LSOADZ,1671,34.79294,36,1671,873,798,1671,1625,1,14,6,4,1,5,5,4,6,1671,1166,6,5,0,15,0,2,387,90,1626,1152,2,0,0,2,0,2,381,87,14,10,0,0,0,0,0,0,3,1,21,0,4,5,0,8,0,0,3,1,4,4,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,0,0,1,1671,
37201,E01018474,Cheshire East 034C,Lower Super Output Areas and Data Zones,LSOADZ,1870,35.42406,38,1870,947,923,1870,1778,2,29,6,1,3,32,6,6,7,1870,1299,3,2,0,10,0,3,452,101,1780,1267,2,0,0,1,0,3,419,88,29,13,0,0,0,1,0,0,13,2,48,14,1,2,0,2,0,0,20,9,6,5,0,0,0,0,0,0,0,1,7,0,0,0,0,6,0,0,0,1,1838,
37202,E01018475,Cheshire East 034D,Lower Super Output Areas and Data Zones,LSOADZ,1873,32.60865,35,1873,974,899,1873,1797,1,25,9,7,20,4,4,4,2,1873,1321,4,6,1,30,0,3,404,104,1798,1299,1,0,1,2,0,3,393,99,25,13,0,0,0,2,0,0,8,2,44,3,3,6,0,26,0,0,3,3,4,4,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1873,
37203,E01018476,Cheshire East 035B,Lower Super Output Areas and Data Zones,LSOADZ,1428,34.81443,31,1428,648,780,1428,1364,3,32,0,0,8,1,4,15,1,1428,782,3,0,0,10,0,4,492,137,1367,747,2,0,0,0,0,4,479,135,32,20,0,0,0,0,0,0,11,1,13,4,1,0,0,8,0,0,0,0,15,11,0,0,0,1,0,0,2,1,1,0,0,0,0,1,0,0,0,0,1358,
