CDU_ID,GEO_CODE,GEO_LABEL,GEO_TYPE,GEO_TYP2,F167,F184,F185,F2340,F2341,F2342,F130016,F130017,F130018,F130019,F130020,F130021,F130022,F130023,F130024,F130025,F130026,F130731,F130732,F130733,F130734,F130735,F130736,F130737,F130738,F130739,F130740,F130800,F130801,F130802,F130803,F130804,F130805,F130806,F130807,F130808,F130809,F131145,F131146,F131147,F131148,F131149,F131150,F131151,F131152,F131153,F131154,F131490,F131491,F131492,F131493,F131494,F131495,F131496,F131497,F131498,F131499,F131904,F131905,F131906,F131907,F131908,F131909,F131910,F131911,F131912,F131913,F132180,F132181,F132182,F132183,F132184,F132185,F132186,F132187,F132188,F132189,F136983,
37204,E01018477,Cheshire East 035C,Lower Super Output Areas and Data Zones,LSOADZ,1533,40.43509,39,1533,744,789,1533,1488,1,33,3,0,1,1,2,3,1,1533,962,2,0,1,8,0,3,448,109,1489,943,1,0,1,7,0,3,429,105,33,13,0,0,0,0,0,0,16,4,7,4,1,0,0,1,0,0,1,0,3,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1492,
37205,E01018478,Cheshire East 035D,Lower Super Output Areas and Data Zones,LSOADZ,1467,34.49012,32,1467,717,750,1467,1435,0,10,0,1,8,0,1,12,0,1467,928,1,0,0,12,0,14,430,82,1435,913,1,0,0,5,0,14,421,81,10,4,0,0,0,1,0,0,5,0,10,1,0,0,0,6,0,0,3,0,12,10,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1467,
37206,E01018479,Cheshire East 035E,Lower Super Output Areas and Data Zones,LSOADZ,1603,40.49844,41,1603,797,806,1603,1573,0,14,0,0,0,3,10,3,0,1603,1159,2,1,2,0,4,3,351,81,1573,1145,0,0,2,0,0,3,342,81,14,7,0,1,0,0,0,0,6,0,13,4,2,0,0,0,4,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1603,
37207,E01018480,Cheshire East 049B,Lower Super Output Areas and Data Zones,LSOADZ,2172,40.08564,42,2172,1090,1082,2172,2146,5,4,1,2,1,4,0,4,5,2172,1521,4,1,2,4,0,8,489,143,2151,1509,4,0,1,1,0,7,486,143,4,0,0,0,1,0,0,1,2,0,8,4,0,1,0,2,0,0,1,0,4,4,0,0,0,0,0,0,0,0,5,4,0,0,0,1,0,0,0,0,1939,
37208,E01018481,Cheshire East 051D,Lower Super Output Areas and Data Zones,LSOADZ,1985,44.49118,48,1985,1018,967,1985,1969,1,9,0,0,0,0,3,3,0,1985,1585,1,0,1,0,0,4,271,123,1970,1578,1,0,1,0,0,4,264,122,9,5,0,0,0,0,0,0,4,0,3,1,0,0,0,0,0,0,1,1,3,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1985,
37209,E01018482,Cheshire East 037A,Lower Super Output Areas and Data Zones,LSOADZ,1401,42.09279,44,1401,689,712,1401,1368,2,17,3,4,0,0,3,4,0,1401,943,4,0,1,10,0,5,343,95,1370,932,2,0,1,1,0,5,337,92,17,7,0,0,0,1,0,0,6,3,10,1,2,0,0,7,0,0,0,0,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1401,
37210,E01018483,Cheshire East 037B,Lower Super Output Areas and Data Zones,LSOADZ,1370,44.66642,47,1370,683,687,1370,1344,1,5,6,6,1,0,3,4,0,1370,937,3,1,0,10,6,3,322,88,1345,932,2,0,0,2,0,3,319,87,5,2,0,0,0,1,0,0,2,0,16,1,1,1,0,7,6,0,0,0,4,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1370,
37211,E01018484,Cheshire East 037C,Lower Super Output Areas and Data Zones,LSOADZ,2402,31.99167,29,2402,1114,1288,2402,2302,9,40,15,13,0,11,4,6,2,2402,1429,3,10,0,15,0,10,774,161,2311,1389,1,0,0,1,0,10,754,156,40,26,0,0,0,0,0,0,10,4,43,7,2,10,0,13,0,0,10,1,6,6,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,2353,
37212,E01018485,Cheshire East 037D,Lower Super Output Areas and Data Zones,LSOADZ,1540,33.47662,32,1540,773,767,1540,1476,0,29,8,0,0,11,0,6,10,1540,872,4,7,0,6,4,2,541,104,1476,845,1,0,0,5,0,1,523,101,29,19,0,0,0,0,0,1,8,1,19,4,3,7,0,0,0,0,5,0,6,3,0,0,0,0,0,0,1,2,10,1,0,0,0,1,4,0,4,0,1540,
37213,E01018486,Cheshire East 043A,Lower Super Output Areas and Data Zones,LSOADZ,1474,36.98372,33,1474,792,682,1474,1299,10,27,14,12,33,13,22,36,8,1474,923,6,4,1,60,0,2,380,98,1309,850,2,0,1,1,0,2,364,89,27,17,1,0,0,1,0,0,7,1,94,31,3,3,0,49,0,0,5,3,36,24,0,0,0,4,0,0,4,4,8,1,0,1,0,5,0,0,0,1,1474,
37214,E01018487,Cheshire East 043B,Lower Super Output Areas and Data Zones,LSOADZ,1650,32.08364,29,1650,832,818,1650,1373,2,60,15,5,65,22,47,39,22,1650,941,7,5,1,88,6,9,490,103,1375,830,0,0,1,3,0,9,450,82,60,36,1,0,0,0,0,0,17,6,154,34,6,5,0,73,6,0,19,11,39,33,0,0,0,0,0,0,4,2,22,8,0,0,0,12,0,0,0,2,1650,
37215,E01018488,Cheshire East 043C,Lower Super Output Areas and Data Zones,LSOADZ,1518,38.6693,40,1518,771,747,1518,1460,0,30,0,2,1,0,4,20,1,1518,1075,4,1,0,12,0,3,334,89,1460,1043,2,1,0,5,0,3,319,87,30,14,0,0,0,3,0,0,12,1,7,0,2,0,0,4,0,0,0,1,20,18,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,1518,
37216,E01018489,Cheshire East 043D,Lower Super Output Areas and Data Zones,LSOADZ,1366,33.24817,31,1366,726,640,1366,1169,17,23,30,11,55,16,24,19,2,1366,757,16,22,0,76,0,15,378,102,1186,712,5,0,0,9,0,13,359,88,23,13,0,0,0,0,0,0,8,2,136,22,11,22,0,64,0,2,7,8,19,10,0,0,0,1,0,0,4,4,2,0,0,0,0,2,0,0,0,0,1366,
37217,E01018490,Cheshire East 046A,Lower Super Output Areas and Data Zones,LSOADZ,1448,48.47168,52,1448,699,749,1448,1420,1,10,5,0,0,2,2,6,2,1448,1087,1,1,0,3,1,5,224,126,1421,1076,0,0,0,1,0,5,216,123,10,5,0,0,0,0,0,0,5,0,9,3,1,1,0,0,1,0,3,0,6,3,0,0,0,0,0,0,0,3,2,0,0,0,0,2,0,0,0,0,1448,
37218,E01018491,Cheshire East 046B,Lower Super Output Areas and Data Zones,LSOADZ,1428,44.11765,46,1428,699,729,1428,1406,4,8,1,6,0,0,1,0,2,1428,1089,0,0,0,10,0,1,247,81,1410,1085,0,0,0,1,0,1,242,81,8,4,0,0,0,1,0,0,3,0,8,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,1428,
37219,E01018492,Cheshire East 046C,Lower Super Output Areas and Data Zones,LSOADZ,1066,49.46341,53,1066,524,542,1066,1058,0,6,0,0,0,0,1,1,0,1066,786,1,0,1,0,0,0,202,76,1058,784,0,0,1,0,0,0,197,76,6,1,0,0,0,0,0,0,5,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1066,
37220,E01018493,Cheshire East 048A,Lower Super Output Areas and Data Zones,LSOADZ,1236,49.93447,53,1236,595,641,1236,1226,0,1,1,1,1,0,0,3,3,1236,909,2,1,2,1,0,6,233,82,1226,904,2,1,2,0,0,6,229,82,1,1,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,1,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,1236,
37221,E01018494,Cheshire East 048B,Lower Super Output Areas and Data Zones,LSOADZ,1345,45.28402,47,1345,670,675,1345,1319,1,8,0,4,6,1,0,2,4,1345,954,3,0,0,14,0,6,279,89,1320,948,3,0,0,0,0,6,275,88,8,5,0,0,0,0,0,0,3,0,11,0,0,0,0,10,0,0,1,0,2,1,0,0,0,0,0,0,0,1,4,0,0,0,0,4,0,0,0,0,1345,
37222,E01018495,Cheshire East 048C,Lower Super Output Areas and Data Zones,LSOADZ,1241,43.78405,46,1241,619,622,1241,1212,0,12,4,0,0,0,4,4,5,1241,876,1,3,0,5,1,5,256,94,1212,861,1,0,0,0,0,5,254,91,12,11,0,0,0,0,0,0,1,0,8,1,0,3,0,0,1,0,0,3,4,3,0,0,0,0,0,0,1,0,5,0,0,0,0,5,0,0,0,0,1241,
37223,E01018496,Cheshire East 039C,Lower Super Output Areas and Data Zones,LSOADZ,1687,37.15175,37,1687,842,845,1687,1611,0,26,14,5,0,0,7,15,9,1687,1099,1,7,0,17,1,4,427,131,1611,1064,1,0,0,3,0,4,414,125,26,14,0,0,0,2,0,0,10,0,26,4,0,7,0,8,1,0,2,4,15,13,0,0,0,0,0,0,1,1,9,4,0,0,0,4,0,0,0,1,1680,
37224,E01018497,Cheshire East 039D,Lower Super Output Areas and Data Zones,LSOADZ,1174,35.67547,34,1174,588,586,1174,1107,5,18,8,0,6,1,11,14,4,1174,749,4,9,0,14,0,9,311,78,1112,719,4,0,0,2,0,9,302,76,18,11,0,0,0,0,0,0,6,1,26,5,0,9,0,11,0,0,1,0,14,13,0,0,0,0,0,0,1,0,4,1,0,0,0,1,0,0,1,1,1174,
37225,E01018498,Cheshire East 039E,Lower Super Output Areas and Data Zones,LSOADZ,1570,33.49299,32,1570,737,833,1570,1449,0,70,5,3,3,5,4,22,9,1570,990,2,0,0,40,1,9,429,99,1449,938,2,0,0,10,0,9,400,90,70,33,0,0,0,11,0,0,22,4,20,2,0,0,0,11,1,0,5,1,22,17,0,0,0,0,0,0,2,3,9,0,0,0,0,8,0,0,0,1,1517,
37226,E01018499,Cheshire East 038A,Lower Super Output Areas and Data Zones,LSOADZ,1544,40.02396,39,1544,764,780,1544,1511,0,13,0,0,0,3,4,9,4,1544,1053,7,0,4,3,0,2,374,101,1511,1035,2,0,4,1,0,2,367,100,13,8,0,0,0,0,0,0,4,1,7,2,5,0,0,0,0,0,0,0,9,8,0,0,0,0,0,0,1,0,4,0,0,0,0,2,0,0,2,0,1544,
37227,E01018500,Cheshire East 038B,Lower Super Output Areas and Data Zones,LSOADZ,1254,44.61244,47,1254,621,633,1254,1233,0,5,0,0,0,2,2,11,1,1254,962,0,0,0,1,0,3,215,73,1233,948,0,0,0,0,0,3,209,73,5,2,0,0,0,0,0,0,3,0,4,1,0,0,0,0,0,0,3,0,11,10,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1254,
37228,E01018501,Cheshire East 038C,Lower Super Output Areas and Data Zones,LSOADZ,1579,45.27992,46,1579,771,808,1579,1525,0,18,4,2,6,4,6,9,5,1579,1074,2,0,0,16,0,3,354,130,1525,1053,2,0,0,1,0,3,338,128,18,11,0,0,0,0,0,0,6,1,22,4,0,0,0,10,0,0,7,1,9,6,0,0,0,0,0,0,3,0,5,0,0,0,0,5,0,0,0,0,1572,
37229,E01018502,Cheshire East 038D,Lower Super Output Areas and Data Zones,LSOADZ,2059,37.15007,23,2059,1000,1059,2059,1866,0,43,16,20,2,36,5,66,5,2059,1336,7,8,2,36,4,5,538,123,1866,1265,2,0,2,1,0,4,479,113,43,20,1,0,0,1,0,1,18,2,79,5,4,8,0,29,4,0,26,3,66,45,0,0,0,1,0,0,15,5,5,1,0,0,0,4,0,0,0,0,1176,
37230,E01018503,Cheshire East 050C,Lower Super Output Areas and Data Zones,LSOADZ,1630,48.41472,53,1630,767,863,1630,1594,0,14,7,0,0,2,3,10,0,1630,1248,5,3,0,2,0,2,272,98,1594,1229,2,0,0,1,0,2,264,96,14,6,0,0,0,0,0,0,7,1,12,4,3,3,0,0,0,0,1,1,10,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1566,
37231,E01018504,Cheshire East 050D,Lower Super Output Areas and Data Zones,LSOADZ,1765,44.90142,46,1765,845,920,1765,1728,3,10,3,0,5,5,3,6,2,1765,1242,6,0,2,7,1,4,382,121,1731,1232,2,0,2,0,0,3,379,113,10,6,0,0,0,0,0,0,1,3,16,2,4,0,0,5,1,1,1,2,6,2,0,0,0,1,0,0,1,2,2,0,0,0,0,1,0,0,0,1,1727,
37232,E01018505,Cheshire East 046D,Lower Super Output Areas and Data Zones,LSOADZ,1086,44.20258,46,1086,546,540,1086,1064,0,8,2,1,0,7,3,1,0,1086,781,3,0,0,0,2,3,222,75,1064,775,0,0,0,0,0,3,212,74,8,3,0,0,0,0,0,0,4,1,13,2,3,0,0,0,2,0,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1083,
37233,E01018506,Cheshire East 046E,Lower Super Output Areas and Data Zones,LSOADZ,1421,41.93526,46,1421,709,712,1421,1386,4,11,7,0,0,5,1,2,5,1421,1076,1,5,0,5,2,2,254,76,1390,1068,1,0,0,0,0,0,245,76,11,5,0,2,0,0,0,0,4,0,13,1,0,3,0,1,2,2,4,0,2,2,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,1,0,1421,
37234,E01018507,Cheshire East 046F,Lower Super Output Areas and Data Zones,LSOADZ,1404,45.99003,49,1404,716,688,1404,1375,0,16,4,0,0,0,4,4,1,1404,1099,1,1,0,1,2,7,204,89,1375,1083,0,0,0,0,0,6,200,86,16,11,0,0,0,0,0,1,3,1,8,2,1,1,0,0,2,0,0,2,4,3,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1400,
37235,E01018508,Cheshire East 048D,Lower Super Output Areas and Data Zones,LSOADZ,1180,44.16441,46,1180,581,599,1180,1166,0,8,2,0,0,0,0,4,0,1180,854,4,0,0,0,2,9,239,72,1166,850,4,0,0,0,0,9,234,69,8,3,0,0,0,0,0,0,5,0,2,0,0,0,0,0,2,0,0,0,4,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1180,
37236,E01018509,Cheshire East 048E,Lower Super Output Areas and Data Zones,LSOADZ,1102,42.18058,42,1102,497,605,1102,1093,0,3,1,0,2,0,0,2,1,1102,771,0,0,0,3,0,6,255,67,1093,768,0,0,0,0,0,6,253,66,3,1,0,0,0,1,0,0,0,1,3,0,0,0,0,2,0,0,1,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1102,
37237,E01018510,Cheshire East 044A,Lower Super Output Areas and Data Zones,LSOADZ,1616,36.82797,39,1616,806,810,1616,1593,0,12,0,0,1,2,1,2,5,1616,1180,7,0,0,6,1,7,317,98,1593,1169,4,0,0,3,1,7,312,97,12,9,0,0,0,0,0,0,2,1,4,0,3,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,1,0,5,1,0,0,0,3,0,0,1,0,1603,
37238,E01018511,Cheshire East 044B,Lower Super Output Areas and Data Zones,LSOADZ,1445,40.94464,40,1445,693,752,1445,1403,1,14,18,0,1,2,0,3,3,1445,991,0,2,0,3,1,1,346,101,1404,967,0,0,0,0,0,1,338,98,14,6,0,0,0,0,0,0,5,3,21,14,0,2,0,2,1,0,2,0,3,3,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,1,0,1445,
37239,E01018512,Cheshire East 044C,Lower Super Output Areas and Data Zones,LSOADZ,1690,40.27574,40,1690,791,899,1690,1607,0,37,19,1,5,0,10,4,7,1690,1144,4,3,0,8,1,4,396,130,1607,1097,1,0,0,0,1,4,384,120,37,20,0,0,0,2,0,0,7,8,35,22,3,3,0,5,0,0,2,0,4,1,0,0,0,0,0,0,3,0,7,4,0,0,0,1,0,0,0,2,1690,
37240,E01018513,Cheshire East 044D,Lower Super Output Areas and Data Zones,LSOADZ,1623,41.62785,43,1623,817,806,1623,1573,0,22,10,6,1,2,3,6,0,1623,1234,3,0,0,6,0,0,280,100,1573,1207,1,0,0,0,0,0,267,98,22,13,0,0,0,0,0,0,8,1,22,11,2,0,0,6,0,0,3,0,6,3,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1623,
37241,E01018514,Cheshire East 051E,Lower Super Output Areas and Data Zones,LSOADZ,1976,45.03593,48,1976,982,994,1976,1941,2,16,8,2,1,2,3,1,0,1976,1499,6,3,4,1,0,3,324,136,1943,1480,5,0,4,0,0,3,318,133,16,10,0,0,0,0,0,0,4,2,16,8,1,3,0,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1959,
37242,E01018515,Cheshire East 049C,Lower Super Output Areas and Data Zones,LSOADZ,2325,39.92172,43,2325,1173,1152,2325,2234,0,38,20,5,0,10,13,5,0,2325,1666,11,12,0,8,10,10,459,149,2234,1638,5,0,0,1,0,10,437,143,38,20,0,0,0,0,0,0,13,5,48,3,6,12,0,7,10,0,9,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2322,
37243,E01018516,Cheshire East 049D,Lower Super Output Areas and Data Zones,LSOADZ,1460,44.51712,47,1460,733,727,1460,1443,0,8,1,0,0,4,1,3,0,1460,1083,2,0,2,0,0,4,262,107,1443,1073,2,0,2,0,0,3,257,106,8,7,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,4,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1460,
37244,E01018518,Cheshire West and Chester 004A,Lower Super Output Areas and Data Zones,LSOADZ,1507,49.00066,54,1507,734,773,1507,1485,0,11,1,0,0,5,5,0,0,1507,1151,5,6,0,1,0,3,236,105,1485,1141,0,0,0,1,0,3,235,105,11,10,0,0,0,0,0,0,1,0,11,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1507,
37245,E01018519,Cheshire West and Chester 007A,Lower Super Output Areas and Data Zones,LSOADZ,1416,35.31638,33,1416,695,721,1416,1354,6,14,3,1,13,10,7,3,5,1416,905,2,7,0,28,0,1,387,86,1360,896,2,0,0,8,0,1,368,85,14,2,0,0,0,4,0,0,7,1,34,3,0,7,0,12,0,0,12,0,3,3,0,0,0,0,0,0,0,0,5,1,0,0,0,4,0,0,0,0,1416,
37246,E01018520,Cheshire West and Chester 007B,Lower Super Output Areas and Data Zones,LSOADZ,1035,35.18937,33,1035,491,544,1035,983,0,6,10,0,9,2,12,13,0,1035,647,4,1,0,18,0,3,309,53,983,614,1,0,0,9,0,3,303,53,6,4,0,0,0,0,0,0,2,0,33,19,3,1,0,9,0,0,1,0,13,10,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1035,
37247,E01018521,Cheshire West and Chester 011A,Lower Super Output Areas and Data Zones,LSOADZ,1213,39.39489,39,1213,598,615,1213,1183,0,18,6,0,3,0,0,0,3,1213,818,3,5,1,7,1,12,296,70,1183,815,1,0,1,1,0,9,290,66,18,3,2,0,0,0,0,3,6,4,9,0,0,5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,1197,
37248,E01018522,Cheshire West and Chester 010A,Lower Super Output Areas and Data Zones,LSOADZ,1382,40.68886,41,1382,677,705,1382,1358,2,16,0,0,0,3,1,1,1,1382,950,1,0,0,9,0,0,350,72,1360,941,0,0,0,6,0,0,341,72,16,7,0,0,0,2,0,0,7,0,4,1,1,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1353,
37249,E01018523,Cheshire West and Chester 008A,Lower Super Output Areas and Data Zones,LSOADZ,1347,38.20787,38,1347,680,667,1347,1327,2,9,6,0,0,3,0,0,0,1347,947,4,5,0,0,0,1,304,86,1329,938,2,0,0,0,0,1,302,86,9,7,0,0,0,0,0,0,2,0,9,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1347,
37250,E01018524,Cheshire West and Chester 008B,Lower Super Output Areas and Data Zones,LSOADZ,1413,34.86766,32,1413,655,758,1413,1394,0,15,1,0,0,0,0,2,1,1413,912,1,0,0,2,0,2,411,85,1394,899,1,0,0,0,0,2,408,84,15,11,0,0,0,1,0,0,3,0,1,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1413,
37251,E01018525,Cheshire West and Chester 007C,Lower Super Output Areas and Data Zones,LSOADZ,1329,37.04741,35,1329,577,752,1329,1309,1,12,0,0,0,2,1,3,1,1329,851,1,0,0,9,0,4,370,94,1310,842,1,0,0,6,0,4,364,93,12,5,0,0,0,2,0,0,4,1,3,0,0,0,0,1,0,0,2,0,3,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1261,
37252,E01018526,Cheshire West and Chester 016A,Lower Super Output Areas and Data Zones,LSOADZ,1624,43.83805,46,1624,778,846,1624,1591,0,18,2,7,0,3,2,1,0,1624,1218,4,2,0,10,0,1,284,105,1591,1203,3,0,0,1,0,1,280,103,18,13,0,1,0,1,0,0,3,0,14,1,1,1,0,8,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1624,
37253,E01018527,Cheshire West and Chester 016B,Lower Super Output Areas and Data Zones,LSOADZ,1727,41.37001,44,1727,858,869,1727,1683,0,13,3,1,5,13,2,1,6,1727,1351,2,4,0,11,0,3,261,95,1683,1330,0,1,0,1,0,3,254,94,13,12,0,0,0,1,0,0,0,0,24,6,2,3,0,5,0,0,7,1,1,1,0,0,0,0,0,0,0,0,6,2,0,0,0,4,0,0,0,0,1686,
37254,E01018528,Cheshire West and Chester 009A,Lower Super Output Areas and Data Zones,LSOADZ,1176,41.52381,43,1176,582,594,1176,1157,0,8,7,0,0,1,3,0,0,1176,876,4,7,0,2,0,4,220,63,1157,873,0,0,0,1,0,4,217,62,8,3,1,0,0,1,0,0,2,1,11,0,3,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1176,
37255,E01018529,Cheshire West and Chester 009B,Lower Super Output Areas and Data Zones,LSOADZ,1507,46.29993,49,1507,745,762,1507,1486,0,11,4,0,0,0,1,2,3,1507,1190,1,1,1,1,0,4,212,97,1486,1180,1,0,1,1,0,4,206,93,11,4,0,0,0,0,0,0,3,4,5,1,0,1,0,0,0,0,3,0,2,2,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,1507,
37256,E01018530,Cheshire West and Chester 009C,Lower Super Output Areas and Data Zones,LSOADZ,1517,37.86157,42,1517,772,745,1517,1481,0,20,5,1,0,7,0,1,2,1517,1207,0,2,2,3,0,2,229,72,1481,1187,0,0,2,0,0,2,221,69,20,13,0,0,0,0,0,0,5,2,13,6,0,2,0,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,1517,
37257,E01018531,Cheshire West and Chester 009D,Lower Super Output Areas and Data Zones,LSOADZ,1566,42.86335,44,1566,750,816,1566,1530,0,7,1,0,0,12,2,7,7,1566,1195,1,0,2,5,0,2,276,85,1530,1181,0,0,2,0,0,2,260,85,7,5,0,0,0,0,0,0,2,0,15,2,1,0,0,0,0,0,12,0,7,7,0,0,0,0,0,0,0,0,7,0,0,0,0,5,0,0,2,0,1566,
37258,E01018532,Cheshire West and Chester 006A,Lower Super Output Areas and Data Zones,LSOADZ,1855,44.12938,45,1855,884,971,1855,1824,0,20,2,0,0,0,3,1,5,1855,1339,7,0,5,5,0,2,373,124,1824,1331,4,0,5,2,0,2,361,119,20,8,0,0,0,0,0,0,10,2,5,0,3,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,5,0,0,0,0,3,0,0,1,1,1855,
37259,E01018533,Cheshire West and Chester 006B,Lower Super Output Areas and Data Zones,LSOADZ,1506,47.13147,51,1506,756,750,1506,1490,2,5,0,0,0,0,8,0,1,1506,1113,4,0,0,2,0,6,262,119,1492,1106,4,0,0,0,0,6,260,116,5,3,0,0,0,0,0,0,2,0,8,4,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1506,
37260,E01018534,Cheshire West and Chester 001A,Lower Super Output Areas and Data Zones,LSOADZ,2521,38.6898,38,2521,1217,1304,2521,2439,0,36,11,0,1,7,14,4,9,2521,1664,14,1,4,12,1,1,642,182,2439,1630,5,0,4,6,0,1,623,170,36,14,0,0,0,2,0,0,11,9,33,16,4,0,0,1,1,0,8,3,4,4,0,0,0,0,0,0,0,0,9,0,5,1,0,3,0,0,0,0,2521,
37261,E01018535,Cheshire West and Chester 001B,Lower Super Output Areas and Data Zones,LSOADZ,1524,44.61549,47,1524,736,788,1524,1490,0,15,4,0,0,2,10,1,2,1524,1126,4,1,0,14,0,2,265,112,1490,1113,3,0,0,0,0,2,262,110,15,5,0,0,0,7,0,0,1,2,16,6,1,1,0,6,0,0,2,0,1,1,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,1499,
37262,E01018536,Cheshire West and Chester 001C,Lower Super Output Areas and Data Zones,LSOADZ,1647,45.81907,49,1647,787,860,1647,1618,0,17,0,2,1,4,4,0,1,1647,1193,7,0,2,0,0,0,342,103,1618,1180,2,0,2,0,0,0,332,102,17,6,3,0,0,0,0,0,8,0,11,6,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1647,
37263,E01018537,Cheshire West and Chester 001D,Lower Super Output Areas and Data Zones,LSOADZ,1944,51.63374,57,1944,901,1043,1944,1889,0,22,7,2,6,1,5,3,9,1944,1386,5,0,1,20,3,2,390,137,1889,1371,4,0,1,2,0,2,377,132,22,8,0,0,0,0,0,0,11,3,21,3,1,0,0,10,3,0,2,2,3,3,0,0,0,0,0,0,0,0,9,1,0,0,0,8,0,0,0,0,1906,
37264,E01018538,Cheshire West and Chester 010B,Lower Super Output Areas and Data Zones,LSOADZ,1199,39.40284,40,1199,564,635,1199,1167,4,13,4,6,0,0,0,5,0,1199,851,0,4,0,5,0,1,254,84,1171,839,0,0,0,0,0,1,250,81,13,7,0,0,0,0,0,0,4,2,10,0,0,4,0,5,0,0,0,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1165,
37265,E01018539,Cheshire West and Chester 010C,Lower Super Output Areas and Data Zones,LSOADZ,1088,37.55974,36,1088,504,584,1088,1059,0,10,5,2,0,3,4,5,0,1088,732,0,4,0,7,1,1,278,65,1059,719,0,0,0,4,0,1,273,62,10,6,0,0,0,0,0,0,1,3,14,2,0,4,0,3,1,0,4,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1088,
37266,E01018540,Cheshire West and Chester 010D,Lower Super Output Areas and Data Zones,LSOADZ,1444,41.56787,43,1444,720,724,1444,1404,0,23,6,0,1,0,1,9,0,1444,1054,1,4,0,6,1,4,283,91,1404,1043,0,0,0,4,0,4,268,85,23,6,0,0,0,1,0,0,15,1,8,0,1,4,0,1,1,0,0,1,9,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1442,
37267,E01018541,Cheshire West and Chester 008C,Lower Super Output Areas and Data Zones,LSOADZ,1385,42.87437,43,1385,674,711,1385,1360,0,11,5,0,0,0,2,6,1,1385,956,1,5,0,4,0,2,307,110,1360,946,0,0,0,1,0,2,301,110,11,7,0,0,0,1,0,0,3,0,7,1,1,5,0,0,0,0,0,0,6,2,0,0,0,1,0,0,3,0,1,0,0,0,0,1,0,0,0,0,1340,
